accession	start	end	strand	matching_mode	reference_id	reference_start	reference_end	reference_product	PhageMine_product	PhageMine_category	PhageMine_review_notes	Pharokka_product	Pharokka_category	Pharokka_review_notes
NC_005859.1	111245	111490	+	relaxed	YP_006990.1	111245	111490	membrane protein	membrane protein	EXACT_PRODUCT_AGREEMENT		membrane protein	EXACT_PRODUCT_AGREEMENT	
NC_001422.1	2	136	+	relaxed	NP_040706.1	51	221	K	dna replication initiation	UNRESOLVED_REVIEW_REQUIRED		DNA replication initiation	UNRESOLVED_REVIEW_REQUIRED	
NC_001422.1	133	393	+	relaxed	NP_040707.1	133	393	terminase	c protein	UNRESOLVED_REVIEW_REQUIRED		terminase	EXACT_PRODUCT_AGREEMENT	
NC_001422.1	390	848	+	relaxed	NP_040708.1	390	848	head morphogenesis	external scaffolding protein d	UNRESOLVED_REVIEW_REQUIRED		head morphogenesis	EXACT_PRODUCT_AGREEMENT	
NC_001422.1	848	964	+	relaxed	NP_040710.1	848	964	DNA condensation	dna-binding protein j	UNRESOLVED_REVIEW_REQUIRED		DNA condensation	EXACT_PRODUCT_AGREEMENT	
NC_001422.1	1001	2284	+	relaxed	NP_040711.1	1001	2284	major head protein	capsid protein f	UNRESOLVED_REVIEW_REQUIRED		major head protein	EXACT_PRODUCT_AGREEMENT	
NC_001422.1	2395	2922	+	relaxed	NP_040712.1	2395	2922	major spike protein	major spike protein g	UNRESOLVED_REVIEW_REQUIRED		major spike protein	EXACT_PRODUCT_AGREEMENT	
NC_001422.1	2931	3917	+	relaxed	NP_040713.1	2931	3917	pilot protein for DNA ejection	minor spike protein	UNRESOLVED_REVIEW_REQUIRED		pilot protein for DNA ejection	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	203	1702	+	relaxed	YP_063734.1	203	1702	terminase large subunit	terminase, large subunit	EXACT_PRODUCT_AGREEMENT		hypothetical protein	ABSTENTION	
NC_002371.2	1702	3879	+	relaxed	YP_063735.1	1702	3879	portal protein	portal protein	EXACT_PRODUCT_AGREEMENT		hypothetical protein	ABSTENTION	
NC_002371.2	3893	4804	+	relaxed	YP_063736.1	3893	4804	head scaffolding protein	scaffolding protein	UNRESOLVED_REVIEW_REQUIRED		head scaffolding protein	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	4804	6096	+	relaxed	NP_059630.1	4804	6096	head protein	major capsid protein	UNRESOLVED_REVIEW_REQUIRED		head protein	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	6135	6344	+	relaxed	NP_059631.1	6135	6344	hypothetical protein	uncharacterized 7.7 kda protein in gp5-gp4 intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_002371.2	6328	6828	+	relaxed	NP_059632.1	6328	6828	head-tail adaptor Ad3	head-to-tail adapter gp4	UNRESOLVED_REVIEW_REQUIRED		head-tail adaptor Ad3	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	6788	8206	+	relaxed	NP_059633.1	6788	8206	head closure Hc3	tail hub protein gp10	UNRESOLVED_REVIEW_REQUIRED		head closure Hc3	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	8210	8911	+	relaxed	YP_063715.1	8210	8911	tail needle protein	tail needle protein gp26	UNRESOLVED_REVIEW_REQUIRED		tail needle protein	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	8911	9366	+	relaxed	YP_063716.1	8911	9366	head morphogenesis	protein gp14	UNRESOLVED_REVIEW_REQUIRED		head morphogenesis	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	9369	10058	+	relaxed	YP_063717.1	9369	10058	DNA ejection	dna transfer protein gp7	UNRESOLVED_REVIEW_REQUIRED		DNA ejection	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	10069	11484	+	relaxed	NP_059637.1	10069	11484	released from the phage upon host infection	internal virion protein gp20	UNRESOLVED_REVIEW_REQUIRED		released from the phage upon host infection	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	11484	13313	+	relaxed	YP_063718.1	11484	13313	head morphogenesis	internal virion protein gp16	UNRESOLVED_REVIEW_REQUIRED		head morphogenesis	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	13336	14046	-	relaxed	NP_059639.1	13336	13830	superinfection exclusion SieA-like	conserved phage protein of unknown function	ABSTENTION		superinfection exclusion SieA-like	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	14240	14419	-	relaxed	NP_059640.1	14240	14419	hypothetical protein	uncharacterized 6.4 kda protein in siea-mnt intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_002371.2	14519	15106	-	relaxed	NP_059641.1	14519	14770	partition protein ATPase	regulatory protein mnt	UNRESOLVED_REVIEW_REQUIRED		partition protein ATPase	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	15091	15993	+	relaxed	NP_059643.1	15091	15993	Ant	antirepressor protein ant	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_002371.2	16204	18207	+	relaxed	NP_059644.1	16204	18207	tail spike protein	tail spike protein	EXACT_PRODUCT_AGREEMENT		tail spike protein	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	18266	19498	-	relaxed	YP_063719.1	18266	19726	GtrC-like O-antigen conversion translocase	uncharacterized 55.3 kda protein in gtrb 5'region	ABSTENTION		GtrC-like O-antigen conversion translocase	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	19713	20690	-	relaxed	NP_059582.1	19713	20645	GtrB glycosyltransferase for O-antigen conversion	bactoprenol glucosyl transferase	UNRESOLVED_REVIEW_REQUIRED		GtrB glycosyltransferase for O-antigen conversion	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	20642	21004	-	relaxed	NP_059583.1	20642	21004	GtrA-like O-antigen conversion	bactoprenol-linked glucose translocase	UNRESOLVED_REVIEW_REQUIRED		GtrA-like O-antigen conversion	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	21353	22516	-	relaxed	NP_059584.1	21353	22516	integrase	integrase	EXACT_PRODUCT_AGREEMENT		integrase	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	22746	23381	-	relaxed	YP_063720.1	22746	23381	EaC	eac protein	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_002371.2	23463	23702	-	relaxed	NP_059587.1	23482	23661	EaG	conserved phage protein of unknown function	ABSTENTION		hypothetical protein	ABSTENTION	
NC_002371.2	23758	24711	-	relaxed	NP_059588.1	23758	24711	EaA	eaa protein	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_002371.2	24715	24903	-	relaxed	NP_059589.1	24715	24909	EaI	eai protein	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_002371.2	24906	25616	-	relaxed	YP_063721.1	24906	25499	EaD	ead protein	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_002371.2	25496	25855	-	relaxed	YP_063722.1	25496	25855	EaF	eaf protein	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_002371.2	25830	25967	-	relaxed	YP_063723.1	25830	25967	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_002371.2	25964	26461	-	relaxed	NP_059592.1	25964	26461	EaE	eae protein	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_002371.2	26449	26619	-	relaxed	NP_059593.1	26449	26619	hypothetical protein	uncharacterized 6.6 kda protein in eae-abc2 intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_002371.2	26630	26923	-	relaxed	NP_059594.1	26630	26923	abc2 anti-RecBCD	anti-recbcd protein 2	UNRESOLVED_REVIEW_REQUIRED		abc2 anti-RecBCD	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	26970	27254	-	relaxed	NP_059595.1	26970	27254	Abc1	anti-recbcd protein 1	UNRESOLVED_REVIEW_REQUIRED		transcriptional regulator, D5-like	UNRESOLVED_REVIEW_REQUIRED	
NC_002371.2	27254	27871	-	relaxed	NP_059596.1	27254	27871	Erf-like ssDNA annealing protein	essential recombination function protein	UNRESOLVED_REVIEW_REQUIRED		Erf-like ssDNA annealing protein	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	27868	28011	-	relaxed	NP_059597.1	27868	28011	Erf recombination cofactor Arf	accessory recombination function protein	UNRESOLVED_REVIEW_REQUIRED		Erf recombination cofactor Arf	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	28001	28189	-	relaxed	NP_059598.1	28001	28189	Kil protein for bacterial septation inhibition	protein kil	UNRESOLVED_REVIEW_REQUIRED		Kil protein for bacterial septation inhibition	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	28170	28328	-	relaxed	NP_059599.1	28170	28328	CIII anti-termination	regulatory protein c3	UNRESOLVED_REVIEW_REQUIRED		CIII anti-termination	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	28414	28725	-	relaxed	NP_059600.1	28414	28725	superinfection exclusion	superinfection exclusion protein	UNRESOLVED_REVIEW_REQUIRED		superinfection exclusion	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	28873	29076	-	relaxed	NP_059601.1	28873	29076	hypothetical protein	uncharacterized 7.8 kda protein in ral-gp17 intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_002371.2	29076	29312	-	relaxed	NP_059602.1	29076	29312	hypothetical protein	uncharacterized 8.6 kda protein in ral-gp17 intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_002371.2	29349	29543	-	relaxed	NP_059603.1	29349	29543	restriction alleviation ral	restriction inhibitor protein ral	UNRESOLVED_REVIEW_REQUIRED		restriction alleviation ral	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	31013	31663	-	relaxed	NP_059606.1	31013	31663	C2	helix-turn-helix transcriptional regulator	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_002371.2	31744	31929	+	relaxed	NP_059607.1	31744	31929	transcriptional regulator	regulatory protein cro	UNRESOLVED_REVIEW_REQUIRED		transcriptional regulator	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	32036	32314	+	relaxed	NP_059608.1	32036	32314	CII-like transcriptional activator	transcriptional activator protein c1	UNRESOLVED_REVIEW_REQUIRED		CII-like transcriptional activator	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	32349	32495	+	relaxed	NP_059609.1	32349	32495	tail protein	uncharacterized 5.8 kda protein	ABSTENTION		tail protein	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	32488	33303	+	relaxed	NP_059610.1	32488	33303	replication initiation O-like	dna replication protein gp18	UNRESOLVED_REVIEW_REQUIRED		replication initiation O-like	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	33300	34676	+	relaxed	NP_059611.1	33300	34676	hypothetical protein	replicative dna helicase	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_002371.2	34750	35187	+	relaxed	NP_059612.1	34750	35187	NinB/ Orf homologous recombination mediator	protein ninb	UNRESOLVED_REVIEW_REQUIRED		NinB/ Orf homologous recombination mediator	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	35184	35357	+	relaxed	YP_063726.1	35184	35357	NinD	protein nind	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_002371.2	35324	35500	+	relaxed	NP_059614.1	35324	35500	NinE	protein nine	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_002371.2	35497	35835	+	relaxed	NP_059615.1	35497	35835	NinX	putative protein ninx	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_002371.2	35828	36004	+	relaxed	YP_063727.1	35828	36004	NinF	protein ninf	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_002371.2	35997	36608	+	relaxed	YP_063728.1	35997	36608	NinG/ Rap DNA junction specific endonuclease	protein ning	UNRESOLVED_REVIEW_REQUIRED		NinG/ Rap DNA junction specific endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	36605	36829	+	relaxed	NP_059618.1	36605	36829	NinY	putative protein niny	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_002371.2	36856	37029	+	relaxed	NP_059619.1	36826	37029	NinH	protein ninh	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_002371.2	37010	37189	+	relaxed	YP_063729.1	37010	37189	NinZ	conserved phage protein of unknown function	ABSTENTION		hypothetical protein	ABSTENTION	
NC_002371.2	37186	37809	+	relaxed	YP_063730.1	37186	37809	transcription antitermination protein	antitermination protein q	UNRESOLVED_REVIEW_REQUIRED		anti-termination protein Q-like	UNRESOLVED_REVIEW_REQUIRED	
NC_002371.2	38244	38570	+	relaxed	NP_059621.1	38244	38570	holin/anti-holin	antiholin	UNRESOLVED_REVIEW_REQUIRED		holin/anti-holin	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	38554	38991	+	relaxed	NP_059622.1	38551	38991	endolysin	endolysin	EXACT_PRODUCT_AGREEMENT		endolysin	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	38988	39425	+	relaxed	YP_010247143.1	38988	39425	Rz-like spanin	spanin, inner membrane subunit	UNRESOLVED_REVIEW_REQUIRED		Rz-like spanin	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	39644	40180	+	relaxed	NP_059624.1	39575	40180	anti-repressor	uncharacterized 22.8 kda protein in gp15-gp3 intergenic region	ABSTENTION		Rha-like transcriptional regulator	UNRESOLVED_REVIEW_REQUIRED	
NC_002371.2	41014	41256	+	relaxed	NP_059625.1	41014	41256	Orf80	uncharacterized 9.0 kda protein in gp15-gp3 intergenic region	ABSTENTION		hypothetical protein	ABSTENTION	
NC_002371.2	41258	41437	+	relaxed	NP_597915.1	41258	41437	Orf59c	conserved phage protein of unknown function	ABSTENTION		hypothetical protein	ABSTENTION	
NC_000929.1	339	863	-	relaxed	NP_050605.1	339	863	transcriptional repressor	repressor protein c	UNRESOLVED_REVIEW_REQUIRED		transcriptional repressor	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	1099	1326	+	relaxed	NP_050606.1	1099	1326	transcriptional repressor	negative regulator of transcription	UNRESOLVED_REVIEW_REQUIRED		transcriptional repressor	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	1328	3319	+	relaxed	NP_050607.1	1328	3319	Mu transposase C-terminal domain-containing protein	dde-recombinase a	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_000929.1	3358	4296	+	relaxed	NP_050608.1	3358	4296	DNA transposition protein	atp-dependent target dna activator b	UNRESOLVED_REVIEW_REQUIRED		DNA transposition protein	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	4312	4539	+	relaxed	NP_050609.1	4315	4539	Kil protein for bacterial septation inhibition	protein kil	UNRESOLVED_REVIEW_REQUIRED		Kil protein for bacterial septation inhibition	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	4542	4772	+	relaxed	NP_050610.1	4542	4772	hypothetical protein	uncharacterized protein gp6	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000929.1	4784	5047	+	relaxed	NP_050611.1	4784	5047	hypothetical protein	uncharacterized protein gp7	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000929.1	5038	5481	+	relaxed	NP_050612.1	5062	5481	hypothetical protein	uncharacterized protein gp8	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000929.1	5482	5781	+	relaxed	NP_050613.1	5482	5781	transcriptional regulator, D5-like	uncharacterized protein gp9	ABSTENTION		transcriptional regulator, D5-like	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	5801	6325	+	relaxed	NP_050614.1	5801	6325	host nuclease inhibitor	putative dna ends protecting protein gam	UNRESOLVED_REVIEW_REQUIRED		host nuclease inhibitor	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	6424	6954	+	relaxed	NP_050615.1	6424	6954	hypothetical protein	uncharacterized protein gp11	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000929.1	6954	7484	+	relaxed	NP_050616.1	6954	7484	hypothetical protein	uncharacterized protein gp12	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000929.1	7471	7653	+	relaxed	NP_050617.1	7471	7653	hypothetical protein	uncharacterized protein gp13	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000929.1	7655	7957	+	relaxed	NP_050618.1	7655	7957	hypothetical protein	uncharacterized protein gp14	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000929.1	7896	8162	-	relaxed	NP_050619.1	7896	8162	hypothetical protein	uncharacterized protein gp15	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000929.1	8233	8784	+	relaxed	NP_050620.1	8233	8784	regulatory protein GemA	gema protein	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_000929.1	8781	9170	+	relaxed	NP_050621.1	8781	9170	late transcriptional activator	middle operon regulator	UNRESOLVED_REVIEW_REQUIRED		late transcriptional activator	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	9248	9466	+	relaxed	NP_050622.1	9248	9466	hypothetical protein	uncharacterized protein gp18	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000929.1	9459	9821	+	relaxed	NP_050623.1	9459	9821	hypothetical protein	uncharacterized protein gp19	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000929.1	9831	9950	+	relaxed	NP_050624.1	9831	9950	hypothetical protein	uncharacterized protein gp20	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000929.1	9963	10385	+	relaxed	NP_050625.1	9963	10385	late transcriptional activator	late transcription activator c	UNRESOLVED_REVIEW_REQUIRED		late transcriptional activator	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	10477	10995	+	relaxed	NP_050626.1	10480	10995	endolysin	sar-endolysin	UNRESOLVED_REVIEW_REQUIRED		endolysin	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	11524	11718	+	relaxed	NP_050628.1	11524	11718	hypothetical protein	uncharacterized protein gp24	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000929.1	11718	12017	+	relaxed	NP_050629.1	11718	12017	DUF2730 family protein	releasin protein	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_000929.1	12014	12304	+	relaxed	NP_050630.1	12014	12304	hypothetical protein	uncharacterized protein gp26	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000929.1	12316	12891	+	relaxed	NP_050631.1	12316	12891	terminase small subunit	probable terminase, small subunit gp27	UNRESOLVED_REVIEW_REQUIRED		terminase small subunit	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	12707	14554	+	relaxed	NP_050632.1	12899	14554	putative portal protein	probable terminase, large subunit gp28	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_000929.1	14554	16092	+	relaxed	NP_050633.1	14554	16092	portal protein	portal protein	EXACT_PRODUCT_AGREEMENT		portal protein	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	16073	17392	+	relaxed	NP_050634.1	16073	17392	minor head protein and DNA pilot	putative capsid assembly protein f	UNRESOLVED_REVIEW_REQUIRED		minor head protein and DNA pilot	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	17401	17859	+	relaxed	NP_050635.1	17389	17859	tail completion or Neck1 protein	putative capsid assembly protein g	UNRESOLVED_REVIEW_REQUIRED		tail completion or Neck1 protein	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	18056	19141	+	relaxed	NP_050636.1	18056	19141	head maturation protease	protease i	UNRESOLVED_REVIEW_REQUIRED		head maturation protease	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	19138	20055	+	relaxed	NP_050638.1	19138	20055	major head protein	major capsid protein	EQUIVALENT_FUNCTION		major head protein	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	20122	20532	+	relaxed	NP_050639.1	20122	20532	hypothetical protein	uncharacterized protein gp35	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000929.1	20529	20954	+	relaxed	NP_050640.1	20529	20954	head-tail adaptor	gene product j	UNRESOLVED_REVIEW_REQUIRED		head-tail adaptor	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	20954	21502	+	relaxed	NP_050641.1	20954	21502	portal protein	probable tail terminator protein	UNRESOLVED_REVIEW_REQUIRED		portal protein	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	21486	21692	+	relaxed	NP_050642.1	21489	21692	DUF2635 domain-containing protein	putative sheath terminator protein	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_000929.1	21689	23176	+	relaxed	NP_050643.1	21689	23176	tail sheath	tail sheath protein	UNRESOLVED_REVIEW_REQUIRED		tail sheath	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	23186	23542	+	relaxed	NP_050644.1	23186	23542	tail tube protein	tail tube protein	EXACT_PRODUCT_AGREEMENT		tail tube protein	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	23552	23986	+	relaxed	NP_050645.1	23552	23986	tail assembly chaperone	probable tail assembly protein gp41	UNRESOLVED_REVIEW_REQUIRED		tail assembly chaperone	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	24131	26203	+	relaxed	NP_050646.1	24131	26203	tail length tape measure protein	probable tape measure protein	UNRESOLVED_REVIEW_REQUIRED		tail length tape measure protein	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	26208	27695	+	relaxed	NP_050647.1	26208	27695	DNA circularization N-terminal domain-containing protein	dna circularization protein n	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_000929.1	27688	28827	+	relaxed	NP_050648.1	27688	28827	baseplate hub	baseplate hub protein gp44	UNRESOLVED_REVIEW_REQUIRED		baseplate hub	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	28863	29408	+	relaxed	NP_050649.1	28815	29408	baseplate assembly protein V	baseplate puncturing device gp45	UNRESOLVED_REVIEW_REQUIRED		baseplate spike	UNRESOLVED_REVIEW_REQUIRED	
NC_000929.1	29405	29842	+	relaxed	NP_050650.1	29405	29842	baseplate wedge subunit	baseplate protein gp46	UNRESOLVED_REVIEW_REQUIRED		baseplate wedge subunit	EXACT_PRODUCT_AGREEMENT	
NC_000929.1	29843	30925	+	relaxed	NP_050651.1	29843	30925	baseplate protein	baseplate protein gp47	UNRESOLVED_REVIEW_REQUIRED		baseplate protein	EXACT_PRODUCT_AGREEMENT	
